R_Ang,epsr,alpha_kcal_per_mol_per_e
8.727272727272727,2.0,1.743907248263889
8.797979797979798,2.0,1.7159892296883508
8.868686868686869,2.0,1.688736288728265
8.93939393939394,2.0,1.6621274668198793
9.01010101010101,2.0,1.6361426245249249
9.08080808080808,2.0,1.610762403412023
9.151515151515152,2.0,1.5859681899916667
9.222222222222221,2.0,1.5617420815793297
9.292929292929292,2.0,1.5380668539697542
9.363636363636363,2.0,1.5149259308134602
9.434343434343434,2.0,1.4923033545937667
9.505050505050505,2.0,1.4701837591094558
9.575757575757574,2.0,1.4485523433744596
9.646464646464647,2.0,1.4273948468517856
9.717171717171716,2.0,1.4066975259443038
9.787878787878787,2.0,1.3864471316700056
9.858585858585858,2.0,1.3666308884540446
9.929292929292929,2.0,1.3472364739741425
10.0,2.0,1.328252
3.0,2.1818181818181817,13.528492592592594
3.0707070707070705,2.1818181818181817,12.91264286595395
3.1414141414141414,2.1818181818181817,12.337908035483505
3.212121212121212,2.1818181818181817,11.800708072267712
3.282828282828283,2.1818181818181817,11.297844289704141
3.3535353535353534,2.1818181818181817,10.82645161761504
3.4242424242424243,2.1818181818181817,10.38395770224763
3.494949494949495,2.1818181818181817,9.968047738815198
3.5656565656565657,2.1818181818181817,9.576634136378592
3.6363636363636362,2.1818181818181817,9.207830270833334
3.707070707070707,2.1818181818181817,8.859927708276103
3.7777777777777777,2.1818181818181817,8.531376384083046
3.8484848484848486,2.1818181818181817,8.220767307334615
3.919191919191919,2.1818181818181817,7.92681742945584
3.9898989898989896,2.1818181818181817,7.648356373017146
4.0606060606060606,2.1818181818181817,7.3843147638672315
4.1313131313131315,2.1818181818181817,7.133713948984044
4.202020202020202,2.1818181818181817,6.895656915102625
4.2727272727272725,2.1818181818181817,6.6693202504904185
4.343434343434343,2.1818181818181817,6.453947015143322
4.414141414141414,2.1818181818181817,6.248840403939906
4.484848484848484,2.1818181818181817,6.053358103542733
4.555555555555555,2.1818181818181817,5.866907257584772
4.626262626262626,2.1818181818181817,5.688939966343129
4.696969696969697,2.1818181818181817,5.518949257023933
4.767676767676767,2.1818181818181817,5.356465469243753
4.838383838383838,2.1818181818181817,5.2010530075269905
4.909090909090909,2.1818181818181817,5.052307418838591
4.979797979797979,2.1818181818181817,4.909852758497259
5.05050505050505,2.1818181818181817,4.773339212400001
5.121212121212121,2.1818181818181817,4.642440947445818
5.191919191919192,2.1818181818181817,4.516854165468062
5.262626262626263,2.1818181818181817,4.396295338950269
5.333333333333333,2.1818181818181817,4.280499609375
5.404040404040404,2.1818181818181817,4.169219331295309
5.474747474747474,2.1818181818181817,4.062222747171199
5.545454545454545,2.1818181818181817,3.9592927797187145
5.616161616161616,2.1818181818181817,3.860225930011387
5.686868686868687,2.1818181818181817,3.7648312708813796
5.757575757575758,2.1818181818181817,3.672929526315789
5.828282828282829,2.1818181818181817,3.584352228553234
5.898989898989899,2.1818181818181817,3.49894094547523
5.96969696969697,2.1818181818181817,3.4165465716715198
6.04040404040404,2.1818181818181817,3.3370286772519333
6.111111111111111,2.1818181818181817,3.2602549090909094
6.181818181818182,2.1818181818181817,3.1861004397347177
6.252525252525253,2.1818181818181817,3.1144474596840492
6.3232323232323235,2.1818181818181817,3.045184709193724
6.393939393939394,2.1818181818181817,2.9782070461130705
6.4646464646464645,2.1818181818181817,2.9134150466308597
6.535353535353535,2.1818181818181817,2.8507146360923925
6.6060606060606055,2.1818181818181817,2.7900167473276665
6.6767676767676765,2.1818181818181817,2.7312370041723795
6.747474747474747,2.1818181818181817,2.674295428080964
6.818181818181818,2.1818181818181817,2.619116165925926
6.888888888888889,2.1818181818181817,2.565627237252861
6.959595959595959,2.1818181818181817,2.513760299417974
7.03030303030303,2.1818181818181817,2.463450429176576
7.101010101010101,2.1818181818181817,2.414635919418707
7.171717171717171,2.1818181818181817,2.367258089863123
7.242424242424242,2.1818181818181817,2.321261110624814
7.313131313131313,2.1818181818181817,2.2765918376652117
7.383838383838384,2.1818181818181817,2.2331996592191423
7.454545454545454,2.1818181818181817,2.191036352369622
7.525252525252525,2.1818181818181817,2.150055949011306
7.595959595959596,2.1818181818181817,2.1102146105067336
7.666666666666666,2.1818181818181817,2.0714705103969755
7.737373737373737,2.1818181818181817,2.033783724580575
7.808080808080808,2.1818181818181817,1.997116128422219
7.878787878787879,2.1818181818181817,1.961431300295858
7.949494949494949,2.1818181818181817,1.9266944311064975
8.02020202020202,2.1818181818181817,1.892872239370848
8.09090909090909,2.1818181818181817,1.8599328914699327
8.161616161616163,2.1818181818181817,1.8278459267167435
8.232323232323232,2.1818181818181817,1.7965821869095566
8.303030303030303,2.1818181818181817,1.7661137500665995
8.373737373737374,2.1818181818181817,1.7364138680608403
8.444444444444445,2.1818181818181817,1.7074569078947368
8.515151515151516,2.1818181818181817,1.6792182963741593
8.585858585858585,2.1818181818181817,1.651674467958478
8.656565656565657,2.1818181818181817,1.6248028155801149
8.727272727272727,2.1818181818181817,1.5985816442418985
8.797979797979798,2.1818181818181817,1.5729901272143216
8.868686868686869,2.1818181818181817,1.5480082646675764
8.93939393939394,2.1818181818181817,1.5236168445848897
9.01010101010101,2.1818181818181817,1.4997974058145147
9.08080808080808,2.1818181818181817,1.4765322031276877
9.151515151515152,2.1818181818181817,1.453804174159028
9.222222222222221,2.1818181818181817,1.4315969081143856
9.292929292929292,2.1818181818181817,1.4098946161389414
9.363636363636363,2.1818181818181817,1.388682103245672
9.434343434343434,2.1818181818181817,1.367944741710953
9.505050505050505,2.1818181818181817,1.3476684458503343
9.575757575757574,2.1818181818181817,1.3278396480932546
9.646464646464647,2.1818181818181817,1.3084452762808034
9.717171717171716,2.1818181818181817,1.2894727321156119
9.787878787878787,2.1818181818181817,1.2709098706975053
9.858585858585858,2.1818181818181817,1.2527449810828744
9.929292929292929,2.1818181818181817,1.2349667678096306
10.0,2.1818181818181817,1.2175643333333335
3.0,2.3636363636363638,12.487839316239315
3.0707070707070705,2.3636363636363638,11.919362645495953
3.1414141414141414,2.3636363636363638,11.388838186600157
3.212121212121212,2.3636363636363638,10.892961297477887
3.282828282828283,2.3636363636363638,10.428779344342285
3.3535353535353534,2.3636363636363638,9.993647647029267
3.4242424242424243,2.3636363636363638,9.585191725151658
3.494949494949495,2.3636363636363638,9.201274835829413
3.5656565656565657,2.3636363636363638,8.839969972041777
3.6363636363636362,2.3636363636363638,8.499535634615384
3.707070707070707,2.3636363636363638,8.178394807639478
3.7777777777777777,2.3636363636363638,7.875116662230503
3.8484848484848486,2.3636363636363638,7.588400591385797
3.919191919191919,2.3636363636363638,7.317062242574621
3.9898989898989896,2.3636363636363638,7.060021267400442
4.0606060606060606,2.3636363636363638,6.816290551262059
4.1313131313131315,2.3636363636363638,6.584966722139116
4.202020202020202,2.3636363636363638,6.3652217677870375
4.2727272727272725,2.3636363636363638,6.156295615837309
4.343434343434343,2.3636363636363638,5.957489552439988
4.414141414141414,2.3636363636363638,5.768160372867605
4.484848484848484,2.3636363636363638,5.5877151725009835
4.555555555555555,2.3636363636363638,5.41560669930902
4.626262626262626,2.3636363636363638,5.251329199701349
4.696969696969697,2.3636363636363638,5.094414698791322
4.767676767676767,2.3636363636363638,4.94442966391731
4.838383838383838,2.3636363636363638,4.80097200694799
4.909090909090909,2.3636363636363638,4.6636683866202375
4.979797979797979,2.3636363636363638,4.532171777074392
5.05050505050505,2.3636363636363638,4.406159272984616
5.121212121212121,2.3636363636363638,4.285330105334601
5.191919191919192,2.3636363636363638,4.169403845047441
5.262626262626263,2.3636363636363638,4.058118774415632
5.333333333333333,2.3636363636363638,3.9512304086538457
5.404040404040404,2.3636363636363638,3.848510151964901
5.474747474747474,2.3636363636363638,3.7497440743118764
5.545454545454545,2.3636363636363638,3.654731796663428
5.616161616161616,2.3636363636363638,3.5632854738566646
5.686868686868687,2.3636363636363638,3.4752288654289654
5.757575757575758,2.3636363636363638,3.3903964858299585
5.828282828282829,2.3636363636363638,3.3086328263568316
5.898989898989899,2.3636363636363638,3.229791641977135
5.96969696969697,2.3636363636363638,3.153735296927556
6.04040404040404,2.3636363636363638,3.080334163617169
6.111111111111111,2.3636363636363638,3.00946606993007
6.181818181818182,2.3636363636363638,2.9410157905243546
6.252525252525253,2.3636363636363638,2.8748745781698912
6.3232323232323235,2.3636363636363638,2.8109397315634372
6.393939393939394,2.3636363636363638,2.7491141964120653
6.4646464646464645,2.3636363636363638,2.689306196890024
6.535353535353535,2.3636363636363638,2.631428894854516
6.6060606060606055,2.3636363636363638,2.575400074456307
6.6767676767676765,2.3636363636363638,2.521141850005273
6.747474747474747,2.3636363636363638,2.4685803951516587
6.818181818181818,2.3636363636363638,2.4176456916239313
6.888888888888889,2.3636363636363638,2.3682712959257177
6.959595959595959,2.3636363636363638,2.320394122539668
7.03030303030303,2.3636363636363638,2.273954242316839
7.101010101010101,2.3636363636363638,2.2288946948480373
7.171717171717171,2.3636363636363638,2.1851613137198056
7.242424242424242,2.3636363636363638,2.1427025636536743
7.313131313131313,2.3636363636363638,2.101469388614041
7.383838383838384,2.3636363636363638,2.0614150700484384
7.454545454545454,2.3636363636363638,2.022495094495035
7.525252525252525,2.3636363636363638,1.9846670298565898
7.595959595959596,2.3636363636363638,1.9478904096985235
7.666666666666666,2.3636363636363638,1.9121266249818234
7.737373737373737,2.3636363636363638,1.8773388226897616
7.808080808080808,2.3636363636363638,1.8434918108512788
7.878787878787879,2.3636363636363638,1.8105519695038688
7.949494949494949,2.3636363636363638,1.7784871671752283
8.02020202020202,2.3636363636363638,1.7472666824961671
8.09090909090909,2.3636363636363638,1.7168611305876302
8.161616161616163,2.3636363636363638,1.6872423938923782
8.232323232323232,2.3636363636363638,1.658383557147283
8.303030303030303,2.3636363636363638,1.6302588462153222
8.373737373737374,2.3636363636363638,1.6028435705176987
8.444444444444445,2.3636363636363638,1.5761140688259105
8.515151515151516,2.3636363636363638,1.5500476581915315
8.585858585858585,2.3636363636363638,1.5246225858078255
8.656565656565657,2.3636363636363638,1.4998179836124137
8.727272727272727,2.3636363636363638,1.4756138254540598
8.797979797979798,2.3636363636363638,1.4519908866593736
8.868686868686869,2.3636363636363638,1.4289307058469933
8.93939393939394,2.3636363636363638,1.4064155488475902
9.01010101010101,2.3636363636363638,1.3844283745980133
9.08080808080808,2.3636363636363638,1.3629528028870963
9.151515151515152,2.3636363636363638,1.3419730838391026
9.222222222222221,2.3636363636363638,1.3214740690286635
9.292929292929292,2.3636363636363638,1.3014411841282536
9.363636363636363,2.3636363636363638,1.2818604029960048
9.434343434343434,2.3636363636363638,1.2627182231178027
9.505050505050505,2.3636363636363638,1.2440016423233855
9.575757575757574,2.3636363636363638,1.2256981367014657
9.646464646464647,2.3636363636363638,1.2077956396438185
9.717171717171716,2.3636363636363638,1.1902825219528723
9.787878787878787,2.3636363636363638,1.173147572951543
9.858585858585858,2.3636363636363638,1.1563799825380376
9.929292929292929,2.3636363636363638,1.1399693241319666
10.0,2.3636363636363638,1.1239055384615384
3.0,2.5454545454545454,11.595850793650794
3.0707070707070705,2.5454545454545454,11.0679795993891
3.1414141414141414,2.5454545454545454,10.575349744700146
3.212121212121212,2.5454545454545454,10.114892633372325
3.282828282828283,2.5454545454545454,9.68386653403212
3.3535353535353534,2.5454545454545454,9.279815672241462
3.4242424242424243,2.5454545454545454,8.900535173355111
3.494949494949495,2.5454545454545454,8.544040918984454
3.5656565656565657,2.5454545454545454,8.208543545467364
3.6363636363636362,2.5454545454545454,7.892425946428572
3.707070707070707,2.5454545454545454,7.594223749950945
3.7777777777777777,2.5454545454545454,7.312608329214038
3.8484848484848486,2.5454545454545454,7.046371977715383
3.919191919191919,2.5454545454545454,6.794414939533577
3.9898989898989896,2.5454545454545454,6.555734034014696
4.0606060606060606,2.5454545454545454,6.329412654743341
4.1313131313131315,2.5454545454545454,6.114611956272038
4.202020202020202,2.5454545454545454,5.910563070087963
4.2727272727272725,2.5454545454545454,5.716560214706073
4.343434343434343,2.5454545454545454,5.5319545844085605
4.414141414141414,2.5454545454545454,5.356148917662776
4.484848484848484,2.5454545454545454,5.188592660179485
4.555555555555555,2.5454545454545454,5.028777649358375
4.626262626262626,2.5454545454545454,4.876234256865539
4.696969696969697,2.5454545454545454,4.730527934591943
4.767676767676767,2.5454545454545454,4.5912561164946455
4.838383838383838,2.5454545454545454,4.458045435023134
4.909090909090909,2.5454545454545454,4.3305492161473635
4.979797979797979,2.5454545454545454,4.208445221569079
5.05050505050505,2.5454545454545454,4.091433610628572
5.121212121212121,2.5454545454545454,3.979235097810701
5.191919191919192,2.5454545454545454,3.8715892846869098
5.262626262626263,2.5454545454545454,3.7682531476716585
5.333333333333333,2.5454545454545454,3.6689996651785712
5.404040404040404,2.5454545454545454,3.573616569681694
5.474747474747474,2.5454545454545454,3.481905211861028
5.545454545454545,2.5454545454545454,3.3936795254731837
5.616161616161616,2.5454545454545454,3.3087650828669033
5.686868686868687,2.5454545454545454,3.22699823218404
5.757575757575758,2.5454545454545454,3.148225308270676
5.828282828282829,2.5454545454545454,3.0723019101884868
5.898989898989899,2.5454545454545454,2.9990922389787684
5.96969696969697,2.5454545454545454,2.9284684900041595
6.04040404040404,2.5454545454545454,2.860310294787371
6.111111111111111,2.5454545454545454,2.7945042077922078
6.181818181818182,2.5454545454545454,2.7309432340583295
6.252525252525253,2.5454545454545454,2.6695263940148988
6.3232323232323235,2.5454545454545454,2.610158322166049
6.393939393939394,2.5454545454545454,2.552748896668346
6.4646464646464645,2.5454545454545454,2.497212897112165
6.535353535353535,2.5454545454545454,2.4434696880791935
6.6060606060606055,2.5454545454545454,2.391442926280857
6.6767676767676765,2.5454545454545454,2.3410602892906107
6.747474747474747,2.5454545454545454,2.2922532240693974
6.818181818181818,2.5454545454545454,2.2449567136507933
6.888888888888889,2.5454545454545454,2.1991090605024524
6.959595959595959,2.5454545454545454,2.1546516852154065
7.03030303030303,2.5454545454545454,2.1115289392942076
7.101010101010101,2.5454545454545454,2.0696879309303204
7.171717171717171,2.5454545454545454,2.0290783627398197
7.242424242424242,2.5454545454545454,1.9896523805355548
7.313131313131313,2.5454545454545454,1.9513644322844668
7.383838383838384,2.5454545454545454,1.91417113647355
7.454545454545454,2.5454545454545454,1.8780311591739611
7.525252525252525,2.5454545454545454,1.8429050991525477
7.595959595959596,2.5454545454545454,1.8087553804343433
7.666666666666666,2.5454545454545454,1.7755461517688362
7.737373737373737,2.5454545454545454,1.743243192497636
7.808080808080808,2.5454545454545454,1.7118138243619017
7.878787878787879,2.5454545454545454,1.681226828825021
7.949494949494949,2.5454545454545454,1.6514523695198549
8.02020202020202,2.5454545454545454,1.6224619194607266
8.09090909090909,2.5454545454545454,1.5942281926885138
8.161616161616163,2.5454545454545454,1.5667250800429229
8.232323232323232,2.5454545454545454,1.5399275887796198
8.303030303030303,2.5454545454545454,1.5138117857713709
8.373737373737374,2.5454545454545454,1.4883547440521487
8.444444444444445,2.5454545454545454,1.4635344924812028
8.515151515151516,2.5454545454545454,1.439329968320708
8.585858585858585,2.5454545454545454,1.4157209725358382
8.656565656565657,2.5454545454545454,1.3926881276400984
8.727272727272727,2.5454545454545454,1.3702128379216272
8.797979797979798,2.5454545454545454,1.34827725189799
8.868686868686869,2.5454545454545454,1.3268642268579227
8.93939393939394,2.5454545454545454,1.3059572953584766
9.01010101010101,2.5454545454545454,1.2855406335552981
9.08080808080808,2.5454545454545454,1.2655990312523038
9.151515151515152,2.5454545454545454,1.246117863564881
9.222222222222221,2.5454545454545454,1.2270830640980448
9.292929292929292,2.5454545454545454,1.208481099547664
9.363636363636363,2.5454545454545454,1.1902989456391473
9.434343434343434,2.5454545454545454,1.1725240643236738
9.505050505050505,2.5454545454545454,1.1551443821574294
9.575757575757574,2.5454545454545454,1.1381482697942182
9.646464646464647,2.5454545454545454,1.121524522526403
9.717171717171716,2.5454545454545454,1.1052623418133816
9.787878787878787,2.5454545454545454,1.0893513177407188
9.858585858585858,2.5454545454545454,1.0737814123567495
9.929292929292929,2.5454545454545454,1.0585429438368261
10.0,2.5454545454545454,1.0436265714285715
3.0,2.7272727272727275,10.822794074074073
3.0707070707070705,2.7272727272727275,10.330114292763158
3.1414141414141414,2.7272727272727275,9.870326428386804
3.212121212121212,2.7272727272727275,9.44056645781417
3.282828282828283,2.7272727272727275,9.038275431763312
3.3535353535353534,2.7272727272727275,8.66116129409203
3.4242424242424243,2.7272727272727275,8.307166161798104
3.494949494949495,2.7272727272727275,7.974438191052157
3.5656565656565657,2.7272727272727275,7.661307309102873
3.6363636363636362,2.7272727272727275,7.366264216666666
3.707070707070707,2.7272727272727275,7.087942166620881
3.7777777777777777,2.7272727272727275,6.825101107266435
3.8484848484848486,2.7272727272727275,6.576613845867691
3.919191919191919,2.7272727272727275,6.341453943564671
3.9898989898989896,2.7272727272727275,6.1186850984137156
4.0606060606060606,2.7272727272727275,5.907451811093783
4.1313131313131315,2.7272727272727275,5.706971159187234
4.202020202020202,2.7272727272727275,5.516525532082098
4.2727272727272725,2.7272727272727275,5.3354562003923345
4.343434343434343,2.7272727272727275,5.163157612114656
4.414141414141414,2.7272727272727275,4.999072323151925
4.484848484848484,2.7272727272727275,4.842686482834186
4.555555555555555,2.7272727272727275,4.693525806067816
4.626262626262626,2.7272727272727275,4.551151973074502
4.696969696969697,2.7272727272727275,4.415159405619146
4.767676767676767,2.7272727272727275,4.2851723753950015
4.838383838383838,2.7272727272727275,4.160842406021591
4.909090909090909,2.7272727272727275,4.0418459350708735
4.979797979797979,2.7272727272727275,3.9278822067978068
5.05050505050505,2.7272727272727275,3.8186713699200006
5.121212121212121,2.7272727272727275,3.713952757956654
5.191919191919192,2.7272727272727275,3.613483332374449
5.262626262626263,2.7272727272727275,3.5170362711602148
5.333333333333333,2.7272727272727275,3.4243996875
5.404040404040404,2.7272727272727275,3.3353754650362473
5.474747474747474,2.7272727272727275,3.249778197736959
5.545454545454545,2.7272727272727275,3.167434223774971
5.616161616161616,2.7272727272727275,3.0881807440091094
5.686868686868687,2.7272727272727275,3.0118650167051033
5.757575757575758,2.7272727272727275,2.938343621052631
5.828282828282829,2.7272727272727275,2.867481782842587
5.898989898989899,2.7272727272727275,2.7991527563801837
5.96969696969697,2.7272727272727275,2.733237257337215
6.04040404040404,2.7272727272727275,2.669622941801546
6.111111111111111,2.7272727272727275,2.608203927272727
6.181818181818182,2.7272727272727275,2.5488803517877736
6.252525252525253,2.7272727272727275,2.491557967747239
6.3232323232323235,2.7272727272727275,2.4361477673549787
6.393939393939394,2.7272727272727275,2.382565636890456
6.4646464646464645,2.7272727272727275,2.330732037304687
6.535353535353535,2.7272727272727275,2.2805717088739135
6.6060606060606055,2.7272727272727275,2.232013397862133
6.6767676767676765,2.7272727272727275,2.184989603337903
6.747474747474747,2.7272727272727275,2.1394363424647707
6.818181818181818,2.7272727272727275,2.0952929327407404
6.888888888888889,2.7272727272727275,2.0525017898022884
6.959595959595959,2.7272727272727275,2.011008239534379
7.03030303030303,2.7272727272727275,1.9707603433412602
7.101010101010101,2.7272727272727275,1.9317087355349656
7.171717171717171,2.7272727272727275,1.8938064718904979
7.242424242424242,2.7272727272727275,1.857008888499851
7.313131313131313,2.7272727272727275,1.821273470132169
7.383838383838384,2.7272727272727275,1.7865597273753135
7.454545454545454,2.7272727272727275,1.752829081895697
7.525252525252525,2.7272727272727275,1.7200447592090444
7.595959595959596,2.7272727272727275,1.688171688405387
7.666666666666666,2.7272727272727275,1.6571764083175802
7.737373737373737,2.7272727272727275,1.6270269796644599
7.808080808080808,2.7272727272727275,1.5976929027377749
7.878787878787879,2.7272727272727275,1.5691450402366862
7.949494949494949,2.7272727272727275,1.5413555448851977
8.02020202020202,2.7272727272727275,1.5142977914966782
8.09090909090909,2.7272727272727275,1.4879463131759458
8.161616161616163,2.7272727272727275,1.4622767413733944
8.232323232323232,2.7272727272727275,1.4372657495276449
8.303030303030303,2.7272727272727275,1.4128910000532795
8.373737373737374,2.7272727272727275,1.389131094448672
8.444444444444445,2.7272727272727275,1.365965526315789
8.515151515151516,2.7272727272727275,1.3433746370993274
8.585858585858585,2.7272727272727275,1.3213395743667822
8.656565656565657,2.7272727272727275,1.2998422524640918
8.727272727272727,2.7272727272727275,1.2788653153935186
8.797979797979798,2.7272727272727275,1.258392101771457
8.868686868686869,2.7272727272727275,1.238406611734061
8.93939393939394,2.7272727272727275,1.2188934756679115
9.01010101010101,2.7272727272727275,1.1998379246516115
9.08080808080808,2.7272727272727275,1.18122576250215
9.151515151515152,2.7272727272727275,1.1630433393272221
9.222222222222221,2.7272727272727275,1.1452775264915083
9.292929292929292,2.7272727272727275,1.127915692911153
9.363636363636363,2.7272727272727275,1.1109456825965374
9.434343434343434,2.7272727272727275,1.0943557933687622
9.505050505050505,2.7272727272727275,1.0781347566802675
9.575757575757574,2.7272727272727275,1.0622717184746036
9.646464646464647,2.7272727272727275,1.0467562210246426
9.717171717171716,2.7272727272727275,1.0315781856924893
9.787878787878787,2.7272727272727275,1.016727896558004
9.858585858585858,2.7272727272727275,1.0021959848662993
9.929292929292929,2.7272727272727275,0.9879734142477045
10.0,2.7272727272727275,0.9740514666666665
3.0,2.909090909090909,10.146369444444444
3.0707070707070705,2.909090909090909,9.684482149465461
3.1414141414141414,2.909090909090909,9.253431026612628
3.212121212121212,2.909090909090909,8.850531054200784
3.282828282828283,2.909090909090909,8.473383217278105
3.3535353535353534,2.909090909090909,8.11983871321128
3.4242424242424243,2.909090909090909,7.787968276685723
3.494949494949495,2.909090909090909,7.476035804111397
3.5656565656565657,2.909090909090909,7.182475602283944
3.6363636363636362,2.909090909090909,6.9058727031250005
3.707070707070707,2.909090909090909,6.644945781207077
3.7777777777777777,2.909090909090909,6.398532288062283
3.8484848484848486,2.909090909090909,6.16557548050096
3.919191919191919,2.909090909090909,5.945113072091879
3.9898989898989896,2.909090909090909,5.73626727976286
4.0606060606060606,2.909090909090909,5.538236072900423
4.1313131313131315,2.909090909090909,5.350285461738033
4.202020202020202,2.909090909090909,5.171742686326968
4.2727272727272725,2.909090909090909,5.001990187867814
4.343434343434343,2.909090909090909,4.8404602613574905
4.414141414141414,2.909090909090909,4.68663030295493
4.484848484848484,2.909090909090909,4.540018577657049
4.555555555555555,2.909090909090909,4.400180443188578
4.626262626262626,2.909090909090909,4.266704974757346
4.696969696969697,2.909090909090909,4.1392119427679495
4.767676767676767,2.909090909090909,4.0173491019328145
4.838383838383838,2.909090909090909,3.9007897556452424
4.909090909090909,2.909090909090909,3.789230564128944
4.979797979797979,2.909090909090909,3.682389568872944
5.05050505050505,2.909090909090909,3.5800044093000003
5.121212121212121,2.909090909090909,3.4818307105843633
5.191919191919192,2.909090909090909,3.3876406241010457
5.262626262626263,2.909090909090909,3.297221504212701
5.333333333333333,2.909090909090909,3.2103747070312503
5.404040404040404,2.909090909090909,3.126914498471482
5.474747474747474,2.909090909090909,3.0466670603783994
5.545454545454545,2.909090909090909,2.9694695847890356
5.616161616161616,2.909090909090909,2.8951694475085397
5.686868686868687,2.909090909090909,2.8236234531610345
5.757575757575758,2.909090909090909,2.7546971447368414
5.828282828282829,2.909090909090909,2.6882641714149256
5.898989898989899,2.909090909090909,2.624205709106422
5.96969696969697,2.909090909090909,2.5624099287536395
6.04040404040404,2.909090909090909,2.5027715079389496
6.111111111111111,2.909090909090909,2.4451911818181817
6.181818181818182,2.909090909090909,2.3895753298010383
6.252525252525253,2.909090909090909,2.3358355947630365
6.3232323232323235,2.909090909090909,2.283888531895293
6.393939393939394,2.909090909090909,2.233655284584803
6.4646464646464645,2.909090909090909,2.1850612849731443
6.535353535353535,2.909090909090909,2.1380359770692943
6.6060606060606055,2.909090909090909,2.0925125604957495
6.6767676767676765,2.909090909090909,2.048427753129284
6.747474747474747,2.909090909090909,2.0057215710607226
6.818181818181818,2.909090909090909,1.9643371244444443
6.888888888888889,2.909090909090909,1.9242204279396455
6.959595959595959,2.909090909090909,1.8853202245634801
7.03030303030303,2.909090909090909,1.8475878218824315
7.101010101010101,2.909090909090909,1.8109769395640303
7.171717171717171,2.909090909090909,1.775443567397342
7.242424242424242,2.909090909090909,1.7409458329686105
7.313131313131313,2.909090909090909,1.7074438782489085
7.383838383838384,2.909090909090909,1.6748997444143565
7.454545454545454,2.909090909090909,1.643277264277216
7.525252525252525,2.909090909090909,1.6125419617584793
7.595959595959596,2.909090909090909,1.5826609578800501
7.666666666666666,2.909090909090909,1.5536028827977315
